,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Neighborhood_rich,YrSoldBuket,YearBuiltBuket,GarageYrBltBuket,hasPool,has3SsnPorch,hasEnclosedPorch,hasGarage,isMasVnrAreaZero,hasOpenPorchSF,hasWoodDeckSF,isBsmtUnfSFZero,is2ndFlrSFZero,hasBsmtFinSF1,hasTotalBsmtSF,hasGarageArea,isOverallQualPool,SalePrice
1020,20,RL,4.11087386417,8.8572304942,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,1024.0,1,0.0,108.0,1132.0,GasA,5,1,SBrkr,7.03262426103,0,0,7.03262426103,1.0,0.0,1,1,2,1,4,5,Typ,0,0,Attchd,2005.0,3,2.0,451.0,3,3,2,5.53338948873,4.1743872699,0,0,0,0,0,0,NA,0,6,2008,WD,Normal,0,4,9,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.0782449558
1021,20,RL,4.1743872699,8.91018077801,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4,3,3,6,684.0,1,0.0,515.0,1199.0,GasA,5,1,SBrkr,7.10742547411,0,0,7.10742547411,1.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2006.0,2,2.0,632.0,3,3,2,4.66343909411,4.00733318523,0,0,0,0,0,0,NA,0,7,2006,New,Partial,0,0,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.1756185927
1022,50,RM,3.97029191355,9.15271125914,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,324.0,1,0.0,588.0,912.0,GasA,4,1,FuseA,6.81673588059,336,0,7.13009851013,0.0,0.0,1,0,2,1,3,6,Typ,0,0,Detchd,1957.0,1,1.0,160.0,2,2,2,0.0,0.0,192,0,0,0,0,0,NA,0,3,2007,WD,Normal,0,2,4,2,0,0,1,1,0,0,0,1,1,1,1,1,0,11.3736748918
1023,120,RL,3.78418963392,8.06557942728,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,3,PConc,4,4,1,6,16.0,1,0.0,1330.0,1346.0,GasA,5,1,SBrkr,7.31654817718,0,0,7.31654817718,0.0,0.0,2,0,2,1,4,7,Typ,1,4,Attchd,2005.0,3,2.0,437.0,3,3,2,5.05624580535,3.04452243772,0,0,0,0,0,0,NA,0,5,2008,WD,Normal,0,4,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.1600339426
1024,20,RL,4.4188406078,9.6485307847,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,None,0.0,4,3,CBlock,4,3,3,5,1165.0,2,400.0,0.0,1565.0,GasA,3,1,SBrkr,7.97212112892,0,0,7.97212112892,1.0,0.0,2,0,2,1,4,10,Typ,1,4,Attchd,1976.0,3,2.0,665.0,3,3,2,0.0,4.29045944115,174,0,0,0,0,0,NA,0,5,2008,COD,Abnorml,0,4,7,3,0,0,1,1,0,1,0,0,0,1,1,1,0,12.5672409791
1025,20,RL,4.26267987704,8.94910546954,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,2,138.0,3,468.0,276.0,882.0,GasA,3,1,SBrkr,6.7833252006,0,0,6.7833252006,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1980.0,1,2.0,461.0,3,3,2,4.5747109785,0.0,0,0,0,0,0,3,NA,0,3,2007,WD,Normal,0,2,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.6307173895
1026,20,RL,4.3040650932,9.13787720024,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,3,3,CBlock,3,3,1,3,697.0,1,0.0,571.0,1268.0,GasA,3,1,SBrkr,7.14282740116,0,0,7.14282740116,1.0,0.0,1,0,3,1,3,6,Typ,2,4,Attchd,1960.0,1,2.0,461.0,3,3,2,0.0,0.0,0,0,143,0,0,0,NA,0,4,2010,WD,Normal,0,9,6,2,0,0,0,1,1,0,0,1,0,1,1,1,0,12.0287446004
1027,20,RL,4.27666611902,9.16125516429,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,4,3,PConc,4,3,4,6,1513.0,1,0.0,125.0,1638.0,GasA,5,1,SBrkr,7.40671073018,0,0,7.40671073018,1.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2008.0,2,3.0,800.0,3,3,2,5.2626901889,3.80666248977,0,0,0,0,0,0,NA,0,4,2008,New,Partial,0,4,9,4,0,0,0,1,1,1,1,1,0,1,1,1,0,12.5881940642
1028,50,RL,4.38202663467,9.15830996388,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,3,368.0,4,41.0,359.0,768.0,GasA,3,1,SBrkr,6.87626461189,408,0,7.22766249873,1.0,0.0,1,0,3,1,3,6,Typ,1,4,Attchd,1941.0,1,1.0,240.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,4,2007,WD,Normal,0,2,4,2,0,0,0,1,0,0,0,1,1,1,1,1,0,11.5617251529
1029,160,RM,3.09104245336,7.42714413341,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,3,3,CBlock,3,3,1,4,317.0,1,0.0,355.0,672.0,GasA,4,1,SBrkr,6.51174532964,546,0,7.10578612948,0.0,1.0,1,1,3,1,3,7,Typ,0,0,Detchd,1972.0,1,1.0,264.0,3,3,2,0.0,3.36729582999,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,0,0,7,2,0,0,0,1,1,1,0,1,1,1,1,1,0,11.678448378
1030,190,RH,4.11087386417,8.86545282575,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,2,1,0.0,1,0.0,686.0,686.0,GasA,4,1,SBrkr,6.85540879861,980,0,7.56475701291,0.0,0.0,2,0,5,2,3,10,Typ,0,0,NA,1916.0,0,0.0,0.0,0,0,0,0.0,0.0,228,0,0,0,0,0,NA,0,7,2006,WD,Normal,0,0,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,11.9829353442
1031,75,RL,4.63472898823,9.6718076702,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,3,3,1,6,523.0,1,0.0,301.0,824.0,GasA,5,1,SBrkr,7.43129967516,998,397,8.03365842789,1.0,0.0,2,1,5,1,3,12,Typ,2,3,Basment,1970.0,3,2.0,672.0,3,3,2,4.91998092583,4.15888308336,0,0,0,0,0,0,NA,0,8,2009,WD,Normal,0,7,3,2,0,0,0,1,0,1,1,1,1,1,1,1,0,12.1909640838
1032,60,RL,4.49980967033,9.58479629321,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,PConc,4,4,1,6,1012.0,1,0.0,326.0,1338.0,GasA,5,1,SBrkr,7.21007962817,1168,0,7.83241092719,1.0,0.0,2,1,5,1,4,10,Typ,1,3,Attchd,1993.0,2,3.0,796.0,3,3,2,5.34710753072,4.02535169074,0,0,0,0,0,0,NA,0,11,2006,WD,Abnorml,1,0,8,3,0,0,0,1,0,1,1,1,1,1,1,1,0,12.6443308023
1033,20,RL,4.26267987704,9.00282407655,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,4,3,PConc,4,3,1,6,986.0,1,0.0,668.0,1654.0,GasA,5,1,SBrkr,7.41155628781,0,0,7.41155628781,1.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2002.0,1,3.0,900.0,3,3,2,0.0,4.91998092583,0,0,0,0,0,0,NA,0,2,2006,WD,Normal,0,0,9,3,0,0,0,1,1,1,0,1,0,1,1,1,0,12.3458389357
1034,30,RL,3.93182563272,8.74925684011,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,2,1,1,0.0,1,0.0,920.0,920.0,GasA,5,1,SBrkr,6.86171134048,0,0,6.86171134048,0.0,0.0,1,0,2,1,2,5,Typ,1,4,Basment,1938.0,1,1.0,240.0,2,3,2,0.0,0.0,0,0,0,0,0,3,NA,0,6,2007,WD,Normal,0,2,4,1,0,0,0,1,0,0,0,1,0,0,1,1,0,11.693169866
1035,20,RL,4.18965474203,9.35018926709,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,0,SBrkr,6.74051935961,0,0,6.74051935961,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1957.0,1,1.0,290.0,3,3,0,5.23110861685,0.0,0,0,0,0,0,0,NA,0,1,2009,WD,Normal,0,7,6,2,0,0,0,1,0,0,1,0,0,0,0,1,0,11.3385839825
1036,20,RL,4.49980967033,9.46490506797,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,4,3,PConc,5,3,4,6,1022.0,1,0.0,598.0,1620.0,GasA,5,1,SBrkr,7.39079852174,0,0,7.39079852174,1.0,0.0,2,0,2,1,5,6,Typ,1,5,Attchd,2008.0,3,3.0,912.0,3,3,2,5.43372200355,0.0,0,0,0,0,0,0,NA,0,9,2009,WD,Normal,0,7,9,4,0,0,0,1,1,0,1,1,0,1,1,1,0,12.6619171305
1037,60,RL,4.26267987704,9.13140538389,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1055.0,1055.0,GasA,5,1,SBrkr,6.96224346427,1208,0,7.72488843932,0.0,0.0,2,1,3,1,4,7,Typ,1,3,BuiltIn,2001.0,3,2.0,905.0,3,3,2,0.0,3.82864139649,0,0,189,0,0,0,NA,0,9,2008,WD,Normal,0,4,9,3,0,0,0,1,1,1,0,1,1,0,1,1,0,12.5672409791
1038,160,RM,3.09104245336,7.33563398193,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,546.0,546.0,GasA,3,1,SBrkr,6.68336094577,546,0,7.20414929204,0.0,0.0,1,1,3,1,3,6,Typ,1,3,NA,1970.0,0,0.0,0.0,0,0,2,0.0,0.0,0,0,0,0,0,0,NA,0,5,2009,WD,Normal,0,7,7,2,0,0,0,0,0,0,0,1,1,0,1,0,0,11.4824765667
1039,180,RM,3.09104245336,7.29844510151,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,6,509.0,1,0.0,121.0,630.0,GasA,3,1,SBrkr,6.44730586254,0,0,6.44730586254,1.0,0.0,1,0,1,1,3,3,Typ,0,0,Attchd,1970.0,1,1.0,286.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,0,7,7,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.2897944136
1040,20,RL,4.48863636973,9.48235027503,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,3,3,CBlock,3,3,1,3,168.0,4,682.0,284.0,1134.0,GasA,5,1,SBrkr,7.49776170062,0,0,7.49776170062,1.0,0.0,2,0,3,1,3,8,Maj1,1,3,Attchd,1957.0,2,2.0,484.0,3,3,2,0.0,0.0,0,0,0,0,0,4,NA,0,1,2006,WD,Normal,0,0,6,2,0,0,0,1,1,0,0,1,0,1,1,1,0,11.9511868475
1041,60,RL,4.39444915467,9.11943049662,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3,3,1,6,400.0,3,64.0,336.0,800.0,GasA,4,1,SBrkr,6.68586094707,832,0,7.39817409297,0.0,1.0,1,1,4,1,4,7,Typ,0,0,Attchd,1966.0,1,2.0,484.0,3,3,2,0.0,3.7135720667,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,0,4,6,2,0,0,0,1,1,1,0,1,1,1,1,1,0,12.0610526538
1042,120,RL,3.55534806149,8.59081533129,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,4,3,PConc,4,3,3,5,900.0,1,0.0,406.0,1306.0,GasA,5,1,SBrkr,7.17548971362,0,0,7.17548971362,1.0,0.0,2,0,1,1,4,5,Typ,1,4,Attchd,2005.0,2,2.0,624.0,3,3,2,5.1416635565,4.15888308336,0,0,0,0,0,0,NA,0,8,2009,WD,Normal,1,7,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.1858750402
1043,60,RL,4.46590811865,9.37923890844,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,PConc,4,3,1,6,1085.0,1,0.0,390.0,1475.0,GasA,5,1,SBrkr,7.33498187887,797,0,7.75362354656,1.0,0.0,2,1,4,1,4,10,Typ,1,5,Attchd,1990.0,1,2.0,514.0,3,3,2,5.2626901889,4.80402104473,0,0,0,0,0,0,NA,0,5,2008,WD,Normal,0,4,8,3,0,0,0,1,1,1,1,1,1,1,1,1,0,12.4771717271
1044,20,RL,4.39444915467,9.1696225387,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,1,5,1104.0,1,0.0,1420.0,2524.0,GasA,3,1,SBrkr,7.83399634171,0,0,7.83399634171,1.0,0.0,2,1,4,1,4,9,Typ,1,4,Attchd,1981.0,3,2.0,542.0,3,3,2,6.16331480403,4.7957905456,0,0,0,0,0,3,NA,0,7,2009,WD,Normal,0,7,7,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.5353799898
1045,20,RL,4.18965474203,9.52376328792,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,FuseA,7.45818615734,0,0,7.45818615734,0.0,0.0,2,0,4,1,3,8,Min2,1,4,Attchd,1955.0,1,2.0,452.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,0,7,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,11.8465436326
1046,60,RL,4.45434729625,9.68390017055,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,4,3,PConc,5,3,3,6,240.0,1,0.0,1752.0,1992.0,GasA,5,1,SBrkr,7.59739632021,876,0,7.96171881598,0.0,0.0,3,1,4,1,5,11,Typ,1,4,BuiltIn,2005.0,3,3.0,716.0,3,3,2,5.37063802813,4.69134788223,0,0,0,0,0,0,NA,0,7,2006,New,Partial,1,0,9,3,0,0,0,1,1,1,1,1,1,1,1,1,0,13.2295697883
1047,20,RL,4.06044301055,9.13194630455,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,686.0,1,0.0,304.0,990.0,GasA,5,1,SBrkr,6.89871453433,0,0,6.89871453433,0.0,1.0,1,0,3,1,3,5,Typ,0,0,Detchd,1996.0,1,2.0,672.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,2,2008,WD,Normal,0,4,8,3,0,0,0,1,0,0,0,1,0,1,1,1,0,11.8844959179
1048,20,RL,4.61512051684,9.98741501247,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,3,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,7.47986413117,0,0,7.47986413117,0.0,0.0,1,0,3,1,3,9,Min1,1,3,Attchd,1960.0,1,2.0,336.0,3,3,2,0.0,0.0,0,0,0,0,0,4,NA,0,11,2009,WD,Normal,0,7,6,2,0,0,0,1,1,0,0,0,0,0,0,1,0,11.652696103
1049,20,RL,4.11087386417,9.31479047333,Pave,NA,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,SBrkr,6.83625927728,0,0,6.83625927728,0.0,0.0,1,0,2,1,4,6,Typ,0,0,Detchd,1946.0,1,1.0,308.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,4,2010,WD,Abnorml,0,9,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,11.3492411508
1050,20,RL,4.3040650932,9.10431296733,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1302.0,1302.0,GasA,5,1,SBrkr,7.17242457712,0,0,7.17242457712,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2007.0,3,2.0,436.0,3,3,2,0.0,3.13549421593,0,0,0,0,0,0,NA,0,8,2007,New,Partial,0,2,9,4,0,0,0,1,0,1,0,1,0,0,1,1,0,12.0809968321
1051,20,RL,4.64439089914,9.32152390094,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1316.0,1316.0,GasA,5,1,SBrkr,7.18311170174,0,0,7.18311170174,0.0,0.0,2,0,3,1,4,6,Typ,1,4,Attchd,2007.0,3,2.0,440.0,3,3,2,0.0,3.04452243772,0,0,0,0,0,0,NA,0,10,2007,New,Partial,0,2,9,4,0,0,0,1,0,1,0,1,0,0,1,1,0,12.2067823936
1052,60,RL,4.61512051684,9.15915233521,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,3,CBlock,3,3,1,3,442.0,1,0.0,374.0,816.0,GasA,3,1,SBrkr,7.02820143206,850,0,7.58984151218,0.0,1.0,1,1,4,1,3,9,Typ,1,3,Attchd,1964.0,2,2.0,540.0,3,3,2,0.0,3.97029191355,0,0,0,0,0,4,NA,0,6,2007,WD,Normal,0,2,6,2,0,0,0,1,1,1,0,1,1,1,1,1,0,12.0137068135
1053,20,RL,4.2341065046,9.05520587503,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,3,3,CBlock,3,3,3,3,383.0,1,0.0,833.0,1216.0,GasA,5,1,FuseA,7.33106030522,0,0,7.33106030522,0.0,0.0,1,0,4,1,3,7,Min2,1,4,Basment,1957.0,1,1.0,364.0,3,3,2,4.7621739348,4.36944785247,0,0,0,0,0,0,NA,0,5,2010,WD,Normal,0,9,6,2,0,0,0,1,1,1,1,1,0,1,1,1,0,11.8810417069
1054,60,RL,4.51085950652,9.33855766978,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,2,6,932.0,1,0.0,133.0,1065.0,GasA,5,1,SBrkr,6.9957661563,898,0,7.59588991772,1.0,0.0,2,1,3,1,4,7,Typ,1,4,Attchd,2002.0,3,2.0,586.0,3,3,2,5.29831736655,4.11087386417,0,0,0,0,0,0,NA,0,11,2006,WD,Normal,0,0,9,3,0,0,0,1,1,1,1,1,1,1,1,1,0,12.4490227457
1055,20,RL,4.65396035016,9.33802973312,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,3,3,CBlock,4,3,1,5,644.0,1,0.0,549.0,1193.0,GasA,3,1,SBrkr,7.32909373625,0,0,7.32909373625,0.0,1.0,2,0,3,1,3,7,Typ,1,3,Attchd,1976.0,3,2.0,478.0,3,3,2,0.0,0.0,0,0,189,0,0,3,NA,0,5,2008,COD,Abnorml,0,4,7,3,0,0,0,1,1,0,0,1,0,1,1,1,0,12.1007176854
1056,120,RL,3.78418963392,8.86120833721,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,4,3,PConc,4,3,3,6,659.0,1,0.0,705.0,1364.0,GasA,5,1,SBrkr,7.21890970762,0,0,7.21890970762,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,2,2.0,484.0,3,3,2,5.2626901889,3.61091791264,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,1,0,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.1327005564
1057,60,RL,4.49980967033,10.3076184376,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,595.0,1,0.0,378.0,973.0,GasA,5,1,SBrkr,6.88755257166,871,0,7.52348131257,0.0,0.0,2,1,3,1,4,7,Typ,1,4,BuiltIn,1994.0,3,2.0,467.0,3,3,2,5.12989871492,4.59511985013,0,0,0,0,0,0,NA,0,1,2009,WD,Normal,1,7,8,3,0,0,0,1,0,1,1,1,1,1,1,1,0,12.4211880574
1058,60,RL,4.5747109785,9.33335414787,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5,3,3,6,936.0,1,0.0,168.0,1104.0,GasA,5,1,SBrkr,7.03085747612,1054,0,7.68937110753,1.0,0.0,2,1,3,1,5,10,Typ,1,4,Attchd,2008.0,3,3.0,836.0,3,3,2,0.0,4.63472898823,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,1,7,9,4,0,0,0,1,1,1,0,1,1,1,1,1,0,12.7218887959
1059,50,RL,4.26267987704,9.33043185223,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,3,CBlock,3,3,2,3,297.0,2,557.0,0.0,854.0,GasA,3,1,SBrkr,7.00033446028,895,0,7.59689443814,0.0,0.0,1,1,3,1,3,7,Typ,1,4,Detchd,1977.0,1,2.0,432.0,3,2,2,0.0,0.0,19,0,0,0,0,0,NA,0,3,2007,WD,Normal,0,2,4,3,0,0,1,1,1,0,0,0,1,1,1,1,0,12.3013873708
1060,120,RL,3.73766961828,8.50126704087,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,2,6,616.0,1,0.0,722.0,1338.0,GasA,5,1,SBrkr,7.19967834569,0,0,7.19967834569,1.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2001.0,3,2.0,582.0,3,3,2,0.0,0.0,170,0,0,0,0,0,NA,0,4,2010,WD,Normal,1,9,9,3,0,0,1,1,0,0,0,1,0,1,1,1,0,12.2713967955
